"District Number","District Name","School Number",School Name," State and Local Funds "," Federal Funds "," State, Local and Federal Funds "," State and Local Funds "," Federal
Funds "," State, Local and Federal Funds "," Total Costs - State, Local and Federal Funds Per Pupil "
53,Polk,1951,BERKLEY ELEMENTARY SCHOOL                                                                           ,"  7,604 ",  91 ,"  7,695 ",  -   ,  -   ,  -   ,"  7,695 "
53,Polk,0932,COMPASS MIDDLE CHARTER SCHOOL                                                                       ,"  5,731 ",  783 ,"  6,514 ",  -   ,  -   ,  -   ,"  6,514 "
53,Polk,1961,DISCOVERY ACADEMY OF LAKE ALFRED                                                                    ,"  6,892 ",  400 ,"  7,292 ",  -   ,  -   ,  -   ,"  7,292 "
53,Polk,1671,MCKEEL ACADEMY OF TECHNOLOGY                                                                        ,"  5,088 ",  76 ,"  5,164 ",  -   ,  -   ,  -   ,"  5,164 "
53,Polk,1721,LAKE WALES SENIOR HIGH SCHOOL                                                                       ,"  5,728 ",  305 ,"  6,033 ",  -   ,  -   ,  -   ,"  6,033 "
53,Polk,0441,RIDGEVIEW GLOBAL STUDIES ACADEMY                                                                    ,"  11,209 ",  375 ,"  11,584 ",  -   ,  -   ,  -   ,"  11,584 "
54,Putnam,0091,MELLON ELEMENTARY SCHOOL                                                                            ,"  8,120 ","  1,344 ","  9,464 ",  907 ,  77 ,  984 ,"  10,448 "
54,Putnam,0101,KELLEY SMITH ELEMENTARY SCHOOL                                                                      ,"  6,213 ",  884 ,"  7,097 ",  732 ,  55 ,  787 ,"  7,884 "
54,Putnam,0121,MELROSE ELEMENTARY SCHOOL                                                                           ,"  7,638 ",  913 ,"  8,551 ",  794 ,  61 ,  855 ,"  9,406 "
54,Putnam,0151,JAMES A. LONG ELEMENTARY SCHOOL                                                                     ,"  5,665 ",  864 ,"  6,529 ",  702 ,  56 ,  758 ,"  7,287 "
54,Putnam,0201,INTERLACHEN ELEMENTARY SCHOOL                                                                       ,"  6,221 ",  946 ,"  7,167 ",  750 ,  60 ,  810 ,"  7,977 "
54,Putnam,0211,BROWNING-PEARCE ELEMENTARY SCHOOL                                                                   ,"  6,320 ",  951 ,"  7,271 ",  737 ,  60 ,  797 ,"  8,068 "
54,Putnam,0251,MIDDLETON-BURNEY ELEMENTARY SCHOOL                                                                  ,"  5,774 ","  1,157 ","  6,931 ",  719 ,  72 ,  791 ,"  7,722 "
54,Putnam,0341,OCHWILLA ELEMENTARY SCHOOL                                                                          ,"  7,424 ","  1,278 ","  8,702 ",  804 ,  67 ,  871 ,"  9,573 "
54,Putnam,0351,WILLIAM D. MOSELEY ELEMENTARY SCHOOL                                                                ,"  6,408 ","  1,243 ","  7,651 ",  793 ,  66 ,  859 ,"  8,510 "
54,Putnam,0041,C. L. OVERTURF JR 6TH GRADE CENTER                                                                  ,"  6,811 ","  1,249 ","  8,060 ",  763 ,  62 ,  825 ,"  8,885 "
54,Putnam,0113,C. H. PRICE MIDDLE SCHOOL                                                                           ,"  6,339 ","  1,154 ","  7,493 ",  769 ,  59 ,  828 ,"  8,321 "
54,Putnam,0171,"ROBERT H. JENKINS, JUNIOR MIDDLE                                                                    ","  6,830 ","  1,165 ","  7,995 ",  816 ,  58 ,  874 ,"  8,869 "
54,Putnam,0231,GEORGE C. MILLER JR. MIDDLE SCHOOL                                                                  ,"  5,927 ",  862 ,"  6,789 ",  712 ,  55 ,  767 ,"  7,556 "
54,Putnam,7004,PUTNAM VIRTUAL FRANCHISE                                                                            ,  216 ,  -   ,  216 ,  200 ,  -   ,  200 ,  416 
54,Putnam,0112,INTERLACHEN HIGH SCHOOL                                                                             ,"  7,034 ",  871 ,"  7,905 ",  788 ,  55 ,  843 ,"  8,748 "
54,Putnam,0125,Q.I. ROBERTS JR. - SR. HIGH SCHOOL                                                                  ,"  5,196 ",  621 ,"  5,817 ",  603 ,  48 ,  651 ,"  6,468 "
54,Putnam,0261,CRESCENT CITY HIGH SCHOOL                                                                           ,"  7,386 ","  1,332 ","  8,718 ",  997 ,  66 ,"  1,063 ","  9,781 "
54,Putnam,0301,PALATKA HIGH SCHOOL                                                                                 ,"  6,499 ",  977 ,"  7,476 ",  811 ,  50 ,  861 ,"  8,337 "
54,Putnam,0321,ELEANOR H. MILLER SCHOOL                                                                            ,"  14,782 ","  2,550 ","  17,332 ","  1,359 ",  168 ,"  1,527 ","  18,859 "
54,Putnam,0051,THE CHILDREN'S READING CENTER                                                                       ,"  6,241 ",  307 ,"  6,548 ",  -   ,  -   ,  -   ,"  6,548 "
54,Putnam,0061,PUTNAM ACADEMY OF ARTS AND SCIENCES                                                                 ,"  5,365 ",  642 ,"  6,007 ",  -   ,  -   ,  -   ,"  6,007 "
54,Putnam,0071,PUTNAM EDGE HIGH SCHOOL                                                                             ,"  6,380 ",  648 ,"  7,028 ",  -   ,  -   ,  -   ,"  7,028 "
55,St. Johns,0021,CROOKSHANK ELEMENTARY SCHOOL                                                                        ,"  7,547 ",  799 ,"  8,346 ",  267 ,  8 ,  275 ,"  8,621 "
55,St. Johns,0091,KETTERLINUS ELEMENTARY SCHOOL                                                                       ,"  9,102 ",  478 ,"  9,580 ",  284 ,  8 ,  292 ,"  9,872 "
55,St. Johns,0161,R. B. HUNT ELEMENTARY SCHOOL                                                                        ,"  7,812 ",  144 ,"  7,956 ",  260 ,  4 ,  264 ,"  8,220 "
55,St. Johns,0201,THE WEBSTER SCHOOL                                                                                  ,"  9,989 ","  1,153 ","  11,142 ",  307 ,  10 ,  317 ,"  11,459 "
55,St. Johns,0241,JULINGTON CREEK ELEMENTARY SCHOOL                                                                   ,"  7,053 ",  124 ,"  7,177 ",  240 ,  3 ,  243 ,"  7,420 "
55,St. Johns,0261,W. DOUGLAS HARTLEY ELEMENTARY                                                                       ,"  7,413 ",  142 ,"  7,555 ",  257 ,  4 ,  261 ,"  7,816 "
55,St. Johns,0331,OSCEOLA ELEMENTARY SCHOOL                                                                           ,"  7,762 ",  775 ,"  8,537 ",  259 ,  8 ,  267 ,"  8,804 "
55,St. Johns,0341,MILL CREEK ELEMENTARY SCHOOL                                                                        ,"  7,388 ",  126 ,"  7,514 ",  252 ,  3 ,  255 ,"  7,769 "
55,St. Johns,0351,PONTE VEDRA PALM VALLEY- RAWLINGS ELEMENTARY SCHOOL                                                 ,"  8,125 ",  249 ,"  8,374 ",  274 ,  5 ,  279 ,"  8,653 "
55,St. Johns,0361,OTIS A. MASON ELEMENTARY SCHOOL                                                                     ,"  8,023 ",  452 ,"  8,475 ",  266 ,  7 ,  273 ,"  8,748 "
55,St. Johns,0381,CUNNINGHAM CREEK ELEMENTARY SCHOOL                                                                  ,"  7,331 ",  293 ,"  7,624 ",  265 ,  4 ,  269 ,"  7,893 "
55,St. Johns,0391,OCEAN PALMS ELEMENTARY SCHOOL                                                                       ,"  7,009 ",  185 ,"  7,194 ",  268 ,  4 ,  272 ,"  7,466 "
55,St. Johns,0441,DURBIN CREEK ELEMENTARY SCHOOL                                                                      ,"  7,216 ",  126 ,"  7,342 ",  257 ,  3 ,  260 ,"  7,602 "
55,St. Johns,0451,TIMBERLIN CREEK ELEMENTARY SCHOOL                                                                   ,"  7,311 ",  242 ,"  7,553 ",  260 ,  4 ,  264 ,"  7,817 "
55,St. Johns,0461,SOUTH WOODS ELEMENTARY SCHOOL                                                                       ,"  8,475 ",  930 ,"  9,405 ",  285 ,  9 ,  294 ,"  9,699 "
55,St. Johns,0482,WARDS CREEK ELEMENTARY SCHOOL                                                                       ,"  7,647 ",  333 ,"  7,980 ",  257 ,  4 ,  261 ,"  8,241 "
55,St. Johns,0501,HICKORY CREEK ELEMENTARY SCHOOL                                                                     ,"  7,574 ",  138 ,"  7,712 ",  251 ,  4 ,  255 ,"  7,967 "
55,St. Johns,0511,PALENCIA ELEMENTARY SCHOOL                                                                          ,"  6,787 ",  190 ,"  6,977 ",  242 ,  4 ,  246 ,"  7,223 "
55,St. Johns,0521,PICOLATA CROSSING ELEMENTARY SCHOOL                                                                 ,"  7,143 ",  118 ,"  7,261 ",  253 ,  3 ,  256 ,"  7,517 "
55,St. Johns,0171,R J MURRAY MIDDLE SCHOOL                                                                            ,"  6,414 ",  434 ,"  6,848 ",  223 ,  6 ,  229 ,"  7,077 "
55,St. Johns,0301,SEBASTIAN MIDDLE SCHOOL                                                                             ,"  7,544 ",  452 ,"  7,996 ",  241 ,  7 ,  248 ,"  8,244 "
55,St. Johns,0311,ALICE B. LANDRUM MIDDLE SCHOOL                                                                      ,"  5,777 ",  141 ,"  5,918 ",  198 ,  4 ,  202 ,"  6,120 "
55,St. Johns,0321,SWITZERLAND POINT MIDDLE SCHOOL                                                                     ,"  5,726 ",  183 ,"  5,909 ",  205 ,  3 ,  208 ,"  6,117 "
55,St. Johns,0371,GAMBLE ROGERS MIDDLE SCHOOL                                                                         ,"  6,700 ",  384 ,"  7,084 ",  229 ,  6 ,  235 ,"  7,319 "
55,St. Johns,0481,PACETTI BAY MIDDLE SCHOOL                                                                           ,"  6,006 ",  169 ,"  6,175 ",  211 ,  3 ,  214 ,"  6,389 "
55,St. Johns,0491,FRUIT COVE MIDDLE SCHOOL                                                                            ,"  6,052 ",  117 ,"  6,169 ",  211 ,  3 ,  214 ,"  6,383 "
55,St. Johns,0442,ST JOHNS COUNTY JUVENILE RESIDENTIAL                                                                ,"  6,894 ",  -   ,"  6,894 ",  37 ,  -   ,  37 ,"  6,931 "
55,St. Johns,0231,FIRST COAST TECHNICAL COLLEGE                                                                       ,"  18,293 ",  266 ,"  18,559 ",  203 ,  8 ,  211 ,"  18,770 "
55,St. Johns,7004,ST. JOHNS VIRTUAL FRANCHISE                                                                         ,"  5,103 ",  -   ,"  5,103 ",  156 ,  -   ,  156 ,"  5,259 "
55,St. Johns,0032,GAINES ALTERNATIVE AT HAMBLEN                                                                       ,"  21,964 ",  544 ,"  22,508 ",  334 ,  9 ,  343 ,"  22,851 "
55,St. Johns,0033,ST. JOHNS TECHNICAL HIGH SCHOOL                                                                     ,"  12,875 ","  1,067 ","  13,942 ",  419 ,  19 ,  438 ,"  14,380 "
55,St. Johns,0181,ST. AUGUSTINE HIGH SCHOOL                                                                           ,"  6,695 ",  141 ,"  6,836 ",  208 ,  3 ,  211 ,"  7,047 "
55,St. Johns,0251,ALLEN D NEASE SENIOR HIGH SCHOOL                                                                    ,"  5,997 ",  87 ,"  6,084 ",  188 ,  2 ,  190 ,"  6,274 "
55,St. Johns,0401,PEDRO MENENDEZ HIGH SCHOOL                                                                          ,"  7,039 ",  132 ,"  7,171 ",  194 ,  3 ,  197 ,"  7,368 "
55,St. Johns,0411,BARTRAM TRAIL HIGH SCHOOL                                                                           ,"  5,911 ",  100 ,"  6,011 ",  179 ,  2 ,  181 ,"  6,192 "
55,St. Johns,0492,PONTE VEDRA HIGH SCHOOL                                                                             ,"  6,822 ",  145 ,"  6,967 ",  194 ,  3 ,  197 ,"  7,164 "
55,St. Johns,0493,CREEKSIDE HIGH SCHOOL                                                                               ,"  6,422 ",  129 ,"  6,551 ",  186 ,  2 ,  188 ,"  6,739 "
55,St. Johns,7023,ST. JOHNS VIRTUAL INSTRUCTIONAL PROGRAM                                                             ,"  4,285 ",  -   ,"  4,285 ",  110 ,  -   ,  110 ,"  4,395 "
55,St. Johns,0061,ST JOHNS COUNTY TRANSITION PROGRAM                                                                  ,"  21,193 ","  6,975 ","  28,168 ",  702 ,  39 ,  741 ,"  28,909 "
55,St. Johns,0471,PATRIOT OAKS ACADEMY                                                                                ,"  6,303 ",  110 ,"  6,413 ",  247 ,  3 ,  250 ,"  6,663 "
55,St. Johns,0472,LIBERTY PINES ACADEMY                                                                               ,"  6,307 ",  138 ,"  6,445 ",  230 ,  2 ,  232 ,"  6,677 "
55,St. Johns,0502,VALLEY RIDGE ACADEMY                                                                                ,"  6,397 ",  202 ,"  6,599 ",  240 ,  3 ,  243 ,"  6,842 "
55,St. Johns,0012,ST. AUGUSTINE PUBLIC MONTESSORI SCHOOL (SAPMS)                                                      ,"  7,970 ",  -   ,"  7,970 ",  -   ,  -   ,  -   ,"  7,970 "
56,St. Lucie,7023,MOSAIC DIGITAL ACADEMY LOWER SCHOOL                                                                 ,  439 ,  -   ,  439 ,  150 ,  -   ,  150 ,  589 
56,St. Lucie,0031,WHITE CITY ELEMENTARY SCHOOL                                                                        ,"  6,715 ",  863 ,"  7,578 ",  266 ,  12 ,  278 ,"  7,856 "
56,St. Lucie,0040,WEATHERBEE ELEMENTARY SCHOOL                                                                        ,"  7,152 ","  1,013 ","  8,165 ",  302 ,  13 ,  315 ,"  8,480 "
56,St. Lucie,0041,FAIRLAWN ELEMENTARY SCHOOL                                                                          ,"  7,456 ",  446 ,"  7,902 ",  324 ,  16 ,  340 ,"  8,242 "
56,St. Lucie,0061,LAWNWOOD ELEMENTARY SCHOOL                                                                          ,"  7,014 ",  939 ,"  7,953 ",  302 ,  14 ,  316 ,"  8,269 "
56,St. Lucie,0071,ST. LUCIE ELEMENTARY SCHOOL                                                                         ,"  6,947 ","  1,223 ","  8,170 ",  268 ,  14 ,  282 ,"  8,452 "
56,St. Lucie,0081,FRANCES K. SWEET ELEMENTARY SCHOOL                                                                  ,"  7,799 ",  572 ,"  8,371 ",  323 ,  15 ,  338 ,"  8,709 "
56,St. Lucie,0091,SAVANNA RIDGE ELEMENTARY SCHOOL                                                                     ,"  7,624 ","  1,021 ","  8,645 ",  304 ,  15 ,  319 ,"  8,964 "
56,St. Lucie,0111,CHESTER A. MOORE ELEMENTARY SCHOOL                                                                  ,"  7,808 ","  1,059 ","  8,867 ",  282 ,  14 ,  296 ,"  9,163 "
56,St. Lucie,0221,MORNINGSIDE ELEMENTARY SCHOOL                                                                       ,"  8,117 ",  475 ,"  8,592 ",  340 ,  18 ,  358 ,"  8,950 "
56,St. Lucie,0231,LAKEWOOD PARK ELEMENTARY SCHOOL                                                                     ,"  7,200 ",  943 ,"  8,143 ",  297 ,  15 ,  312 ,"  8,455 "
56,St. Lucie,0241,FLORESTA ELEMENTARY SCHOOL                                                                          ,"  6,651 ",  556 ,"  7,207 ",  286 ,  13 ,  299 ,"  7,506 "
56,St. Lucie,0251,BAYSHORE ELEMENTARY SCHOOL                                                                          ,"  7,154 ",  644 ,"  7,798 ",  299 ,  15 ,  314 ,"  8,112 "
56,St. Lucie,0271,WINDMILL POINT ELEMENTARY SCHOOL                                                                    ,"  6,185 ",  613 ,"  6,798 ",  278 ,  13 ,  291 ,"  7,089 "
